sents,docs,y
"The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio.","O'Sullivan could run in Worlds

Sonia O'Sullivan has indicated that she would like to participate in next month's World Cross Country Championships in St Etienne.

Athletics Ireland have hinted that the 35-year-old Cobh runner may be included in the official line-up for the event in France on 19-20 March. Provincial teams were selected after last Saturday's Nationals in Santry and will be officially announced this week. O'Sullivan is at present preparing for the London marathon on 17 April. The participation of O'Sullivan, currentily training at her base in Australia, would boost the Ireland team who won the bronze three years agio. The first three at Santry last Saturday, Jolene Byrne, Maria McCambridge and Fionnualla Britton, are automatic selections and will most likely form part of the long-course team. O'Sullivan will also take part in the Bupa Great Ireland Run on 9 April in Dublin.
",1
The 31-year-old was third behind Hayley Yelling and Justyna Bak in last week's European Cross Country Championships but she prefers to race on the track.,"Pavey focuses on indoor success

Jo Pavey will miss January's View From Great Edinburgh International Cross Country to focus on preparing for the European Indoor Championships in March.

The 31-year-old was third behind Hayley Yelling and Justyna Bak in last week's European Cross Country Championships but she prefers to race on the track. ""It was great winning bronze but I'm wary of injuries and must concentrate on the indoor season,"" she said. ""Because of previous injuries I don't even run up hills in training."" Pavey, who came fifth in the 5,000m at the Athens Olympics, helped the British cross country team win the team silver medal in Heringsdorf last week. She is likely to start her 3,000m season with a race in either Boston or Stuttgart at the end of January.
",1
"The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict.","Train strike grips Buenos Aires

A strike on the Buenos Aires underground has caused traffic chaos and large queues at bus stops in the Argentine capital.

Tube workers walked out last week demanding a 53% pay rise and in protest against the installation of automatic ticket machines. Metrovias, the private firm which runs the five tube lines in the city, has offered an 8% increase in wages. The firm promised no jobs would be lost as a result of new ticket machines. It said it would put this commitment on paper.

Underground staff have warned they will continue with the protests until the management put an acceptable offer on the table. The Argentine Work Ministry has been mediating in the conflict and it could call an ""obligatory conciliation"", which would force both sides to find a solution and put an end to the conflict. Some tube commuters have not hidden their frustration at the ongoing strike and have broken the windows of the underground trains, according to the local press. ""We are taken as hostages. I don't know who is right, but the harm ones are us,"" said accountant Jose Lopez.
",1
"He played the CEO of Omni Consumer Products in 1987's Robocop and Robocop 2 three years later, and was saw mill owner Andrew Packard in Twin Peaks, also in 1990.","Oscar nominee Dan O'Herlihy dies

Irish actor Dan O'Herlihy, who was nominated for best actor at the 1955 Oscars, has died at the age of 85.

O'Herlihy, whose Oscar nomination was for Luis Bunuel's The Adventures of Robinson Crusoe, died at his home in Malibu, California, a spokesman said. The actor began his film career in the 1940s, playing Macduff to Orson Welles' Macbeth in 1948, and was also a regular in on the Dublin stage. He later appeared in Robocop and its sequel and cult TV show Twin Peaks. He played the CEO of Omni Consumer Products in 1987's Robocop and Robocop 2 three years later, and was saw mill owner Andrew Packard in Twin Peaks, also in 1990. Despite his Oscar nomination, he had few other lead roles and became a familiar supporting actor on TV and in film. The year he was nominated, the Academy Award was won by Marlon Brando for On the Waterfront.
",1
"Four months after the Cantona incident a Palace fan, Paul Nixon, was killed prior to an FA Cup semi-final at Villa Park.
","Palace threat over Cantona masks

Manchester United fans wearing Eric Cantona masks will not be allowed in Selhurst Park on Saturday.

United fans are planning to mark the 10th anniversary of Cantona's infamous kung-fu kick on Crystal Palace fan Matthew Simmons by wearing the masks. But Palace stadium manager Kevin Corner has warned: ""If they wear them inside Selhurst Park they will be immediately rejected on safety grounds. ""And no fans wearing Cantona masks will be allowed entry to the stadium."" United fans had declared Saturday as 'Cantona Day' and had planned to wear masks, that were popular during the Frenchman's time as a player at the Old Trafford club. Cantona received a nine-month ban following the incident and Palace are keen to avoid an incident that would stir up ill feeling between the two sets of supporters. Four months after the Cantona incident a Palace fan, Paul Nixon, was killed prior to an FA Cup semi-final at Villa Park.
",1
"It has been re-issued as part of a two-disc DVD set, which will also feature footage from the recording session of the track in January 1985.","US charity anthem is re-released

We Are The World, the American charity anthem inspired by the success of Band Aid, has been re-issued to raise money for Aids research and tsunami victims.

More than 40 stars sang as group USA For Africa, including Lionel Richie, Diana Ross, Ray Charles, Bob Dylan, Michael Jackson and Bruce Springsteen. It topped the charts in the US and UK, raising millions of dollars for African famine relief. The re-release also marks the 20th anniversary of the original recording. It has been re-issued as part of a two-disc DVD set, which will also feature footage from the recording session of the track in January 1985. The single was originally released in the US on 7 March 1985 and sold 800,000 copies in its first week. It went on to win Grammys for song of the year and record of the year.
",1
Butler and Yelling finished fourth and fifth as Australian world champion Johnson romped to a five-second victory in the 6km race ahead of Edith Masai.,"Johnson too strong for GB runners

Britain's Kathy Butler and Hayley Yelling were no match for Benita Johnson in the 51st Cross International Zornotza in Amorebieta, Spain.

Butler and Yelling finished fourth and fifth as Australian world champion Johnson romped to a five-second victory in the 6km race ahead of Edith Masai. Masai's fellow Kenyan Alice Timbilil finished third. Johnson said: ""I ran comfortably for the first 3km and then I tried to leave the others but it wasn't an easy task."" Butler clocked a time of 22 minutes 45 seconds - 22secs behind the winner but four ahead of Yelling, who last month succeeded Paula Radcliffe as European champion. Johnson, will be one of the star attractions at the Great EdinburghInternational Cross Country on 15 January.
",1
"""Since the Davis Cup in Seville I have been working on my condition as well as technical and medical aspects of my game which will allow me to come into the big events of the year in top form.","Moya sidesteps Davis Cup in 2005

Carlos Moya has chosen not to help Spain try and defend the Davis Cup crown they won in Seville in November.

Moya led Spain to victory over the USA but wants to focus on the Grand Slams in 2005, although insists he will return to the Davis Cup in 2006. ""After two years of total commitment with the Davis Cup team... I have taken this difficult decision to concentrate on the regular circuit,"" said Moya. ""They know that after this season they can count on me again if they so wish."" The 1998 French Open champion is determined to make an impact in the major events after spending much of the last eight years in the top 10. ""At the age of 29 I have set some tough goals in my professional career and this season I need to fix my objectives on specific dates and tournaments,"" he said. ""Since the Davis Cup in Seville I have been working on my condition as well as technical and medical aspects of my game which will allow me to come into the big events of the year in top form.""

Moya began 2005 with victory in the Chennai Open on Sunday.
",1
Danny Williams equalised for the hosts after 72 minutes with a crisp finish from just insist the penalty box.,"Hereford 1-1 Doncaster

Hereford win 3-1 on penalties.

Rovers took the lead on 59 minutes as Michael McIndoe's corner found Adriano Rigoglioso, whose stunning volley soared into the top right of the net. Danny Williams equalised for the hosts after 72 minutes with a crisp finish from just insist the penalty box. McIndoe saw an extra-time penalty saved, giving Mills the chance to net the winning penalty.

Mawson, Travis, Mkandawire, James, Robinson, Daniel Williams, Stanley, Hyde (Pitman 105), Purdie (Mills 83), Brown, Stansfield (Green 102). Subs Not Used: Smith, Scott.

James.

Daniel Williams 72.

Ingham, Mulligan, Fenton, Morley, Priet (Ryan 79), McIndoe, Ravenhill (Price 90), Rigoglioso, Tierney (Jackson 79), Beardsley, Coppinger. Subs Not Used: Warrington, Maloney.

Rigoglioso 59.

1,375

T Parkes (W Midlands).
",1
"Mawson, Travis, Mkandawire, James, Robinson, Daniel Williams, Stanley, Hyde (Pitman 105), Purdie (Mills 83), Brown, Stansfield (Green 102).","Hereford 1-1 Doncaster

Hereford win 3-1 on penalties.

Rovers took the lead on 59 minutes as Michael McIndoe's corner found Adriano Rigoglioso, whose stunning volley soared into the top right of the net. Danny Williams equalised for the hosts after 72 minutes with a crisp finish from just insist the penalty box. McIndoe saw an extra-time penalty saved, giving Mills the chance to net the winning penalty.

Mawson, Travis, Mkandawire, James, Robinson, Daniel Williams, Stanley, Hyde (Pitman 105), Purdie (Mills 83), Brown, Stansfield (Green 102). Subs Not Used: Smith, Scott.

James.

Daniel Williams 72.

Ingham, Mulligan, Fenton, Morley, Priet (Ryan 79), McIndoe, Ravenhill (Price 90), Rigoglioso, Tierney (Jackson 79), Beardsley, Coppinger. Subs Not Used: Warrington, Maloney.

Rigoglioso 59.

1,375

T Parkes (W Midlands).
",1
"Keska, who has made a successful return from a long-term injury lay-off, contests the men's 12km race on 20 March, while 16-year-old Hickey goes in the junior men's 8km on the same day.","GB quartet get cross country call

Four British athletes have been pre-selected to compete at the World Cross Country Championships in March after impressive starts to the season.

Hayley Yelling, Jo Pavey, Karl Keska and Adam Hickey will represent Team GB at the event in France. Yelling clinched the women's European cross country title last month and Pavey followed up with bronze. Keska helped the men's team to overall third place while Hickey finished in 10th place on his junior debut. ""Winning the European cross country title meant so much to me,"" said Yelling. ""And being pre-selected for the Worlds means that I can focus on preparing in the best way possible."" The 32-year-old will race alongside Olympic 5,000m finalist Pavey in the women's 8km race on 19 March. Keska, who has made a successful return from a long-term injury lay-off, contests the men's 12km race on 20 March, while 16-year-old Hickey goes in the junior men's 8km on the same day. The rest of the team will be named after the trials at Wollaton Park in Nottingham, which take place on 5 March.
",1
"""We still need to discuss the options with the IRB (International Rugby Board), the Lions and our SANZAR (South Africa, New Zealand and Australia Rugby) partners, but June or July is seen as a better option than March to ensure we have the cream of southern hemisphere rugby available,"" he said.","Sydney to host north v south game

Sydney will host a northern versus southern hemisphere charity match in June or July, the Australian Rugby Union (ARU) said on Wednesday.

The match will include players from the Lions tour of New Zealand. ""The Australian Rugby Union has thrown its support behind a proposed North-South match to raise funds for the tsunami appeals,"" the ARU said. The date is yet to be decided but the most likely venue is Sydney's Olympic Stadium. ARU chief executive Gary Flowers said the world cricket charity match in Melbourne earlier this month had inspired the ARU. ""We still need to discuss the options with the IRB (International Rugby Board), the Lions and our SANZAR (South Africa, New Zealand and Australia Rugby) partners, but June or July is seen as a better option than March to ensure we have the cream of southern hemisphere rugby available,"" he said. Wallabies captain George Gregan said the charity match was a ""great initiative"". Tri-Nations rivals Australia, New Zealand and South Africa would feature prominently in a southern team against a northern side comprised of Six Nations teams France, Ireland, England, Wales, Italy and Scotland. Coach Clive Woodward's Lions squad will tour New Zealand in June and July, including Tests on 25 June, 2 and 9 July.

Almost 80,000 fans packed into Melbourne Cricket Ground on 10 January for a charity match that raised Â£5.9m for victims of the Asian tsunami.
",1
"After their 3-2 win over Manchester City, McClaren said: ""We are playing exciting football, it's a magnificent result to keep us in the top five.","McClaren targets Champions League

Middlesbrough boss Steve McClaren believes his side can clinch a top-four spot in the Premiership and secure qualification for the Champions League.

After their 3-2 win over Manchester City, McClaren said: ""We are playing exciting football, it's a magnificent result to keep us in the top five. ""But how well we do depends how often we can get our best team out. ""Once we got the third goal it should have been four or five but we nearly paid for it in the end."" McClaren also praised winger Stewart Downing and strikers Jimmy Floyd Hasselbaink and Mark Viduka, who both ended barren runs in front of goal. He added: ""If Stewart keeps playing like this Sven-Goran Eriksson has got to pick him. ""And the strikers scored great goals, the combination play between them shows they want to play with each other and they are trying.""
",1
"All's Well That Ends Well designed by Deirdre Clancy at the Gielgud 
 - Best Revival - Hamlet by William Shakespeare at The Old Vic 
 - Best set design - His Dark Materials designed by Giles Cadle at the Olivier 
 - Outstanding musical production - Grand Hotel at the Donmar Warehouse 
 - Best supporting role in a musical - Conleth Hill for The Producers at Theatre Royal, Drury Lane 
 - Best theatre choreographer - Matthew Bourne and Stephen Mear for Mary Poppins at the Prince Edward 
 - Best actor - Richard Griffiths for The History Boys at the Lyttelton 
 - Outstanding achievement or performance in an affiliate theatre - Andrew Scott for A Girl in A Car With A Man at the Jerwood Theatre Upstairs at the Royal Court 
 - Best new dance production - Rambert Dance Company's Swamp at Sadler's Wells 
 - Outstanding achievement in dance - San Francisco Ballet for their season at Sadler's Wells 
 - Best performance in a supporting role - Amanda Harris for Othello at Trafalgar Studios 
 - Best actress - Clare Higgins for Hecuba at the Donmar Warehouse 
 - Best musical actor - Nathan Lane for The Producers at Theatre Royal, Drury Lane 
 - Best musical actress - Laura Michelle Kelly for Mary Poppins at the Prince Edward 
 - Best director - Nicholas Hytner for The History Boys at the Lyttelton 
 - Best new play - The History Boys by Alan Bennett at the Lyttelton 
 - Best new musical - The Producers at Theatre Royal, Drury Lane 
 - Special award - Alan Bennett for his outstanding contribution to British theatre
","The Producers scoops stage awards

The Producers has beaten Mary Poppins in the battle of the blockbuster West End musicals at the Olivier Awards.

The Producers won three prizes at the UK's most prestigious annual theatre awards, while Mary Poppins won two. Mel Brooks' hit show triumphed in the battle for best new musical, where it was up against Mary Poppins and Andrew Lloyd Webber's The Woman in White. Alan Bennett's The History Boys was the big winner in the straight theatre categories, picking up three trophies. But all eyes were on the musical prizes after The Producers, Mary Poppins and The Woman in White all had high-profile openings in the last six months.

The Producers' Nathan Lane, a last-minute replacement for Richard Dreyfuss, beat his former co-star Lee Evans to win best musical actor. Lane has already left the production. A smash hit on Broadway before moving to London, the show also won best musical performance in a supporting role for Conleth Hill, who plays director Roger DeBris. Mary Poppins' awards came for best choreography and best musical actress for its star Laura Michelle Kelly. It led the nominations going into Sunday's ceremony at London's Hilton hotel, up for nine awards. Both shows are stage adaptations of 1960s films. The History Boys, set in a grammar school in the early 1980s and partly based on Bennett's experiences as a teacher, was named best new play.

It also won best actor for Richard Griffiths, who beat his Harry Potter film co-star Michael Gambon, nominated for Endgame, as well as Jonathan Pryce and Ben Whishaw. The play also won National Theatre artistic director Nicholas Hytner best director and Bennett got a special award for outstanding contribution to British theatre. Dame Judi Dench, who starred in All's Well That Ends Well at the Gielgud, lost out in the best supporting role category to Amanda Harris, who played Emilia in Othello for the Royal Shakespeare Company. The Olivier Awards have been handed out by the Society of London since 1976.

- Best lighting design - His Dark Materials designed by Paule Constable at the Olivier 
 - Best sound design - The Woman in White designed by Mick Potter at the Palace 
 - Best new opera - Lady Macbeth of Mtsensk at the Royal Opera House 
 - Outstanding achievement in opera - Thomas Ades and the Royal Opera House for the world premiere of The Tempest 
 - Best costume design - All's Well That Ends Well designed by Deirdre Clancy at the Gielgud 
 - Best Revival - Hamlet by William Shakespeare at The Old Vic 
 - Best set design - His Dark Materials designed by Giles Cadle at the Olivier 
 - Outstanding musical production - Grand Hotel at the Donmar Warehouse 
 - Best supporting role in a musical - Conleth Hill for The Producers at Theatre Royal, Drury Lane 
 - Best theatre choreographer - Matthew Bourne and Stephen Mear for Mary Poppins at the Prince Edward 
 - Best actor - Richard Griffiths for The History Boys at the Lyttelton 
 - Outstanding achievement or performance in an affiliate theatre - Andrew Scott for A Girl in A Car With A Man at the Jerwood Theatre Upstairs at the Royal Court 
 - Best new dance production - Rambert Dance Company's Swamp at Sadler's Wells 
 - Outstanding achievement in dance - San Francisco Ballet for their season at Sadler's Wells 
 - Best performance in a supporting role - Amanda Harris for Othello at Trafalgar Studios 
 - Best actress - Clare Higgins for Hecuba at the Donmar Warehouse 
 - Best musical actor - Nathan Lane for The Producers at Theatre Royal, Drury Lane 
 - Best musical actress - Laura Michelle Kelly for Mary Poppins at the Prince Edward 
 - Best director - Nicholas Hytner for The History Boys at the Lyttelton 
 - Best new play - The History Boys by Alan Bennett at the Lyttelton 
 - Best new musical - The Producers at Theatre Royal, Drury Lane 
 - Special award - Alan Bennett for his outstanding contribution to British theatre
",1
